Name,Description,Headquarter,Industries,Website,Linkedin
SAP.iO Foundries Tel Aviv,SAP.iO Foundries Tel Aviv,"Tel Aviv, Tel Aviv, Israel",Social Entrepreneurship,None,None
ENDuRE,The ENDuRE Knowledge Alliance is an innovative approach to educating and supporting new entrepreneurs.,"Odense, Syddanmark, Denmark","European Union (EU), Nordic Countries, Scandinavia",www.endureproject.eu/,None
Accelerate Genius,Accelerate Genius provides on-site small business guidance at the client's business on their schedule.,"Oklahoma City, Oklahoma, United States","Business Development, Enterprise, Small and Medium Businesses",accelerategenius.com,http://www.linkedin.com/in/guymadison
Plug and Play Enterprise 2.0,Enterprise 2.0 community is dedicated to disrupting the foundational status quo of every company.,"Sunnyvale, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",www.plugandplaytechcenter.com/enterprise/,https://www.linkedin.com/showcase/enterprise-2.0
Business Innovation Zoo,BiZOO is a startup accelerator and startup event organizer with wide network of local and international mentors and angel investors.,"Sarajevo, Federation of Bosnia and Herzegovina, Bosnia and Herzegovina",Consulting,bizoo.ba,None
I/O Labs,"I/O LABS     Engaging, Training, Mentoring, Accelerating, and Funding the Next Big Idea       Find Out More",Nil,2016,sacramento.io/,None
Ten50,"Ten50 is a business accelerator based in Huntington, WV.","Huntington, West Virginia, United States",Southern US,ten50.io/,None
The Sheraa Idea Lab,"The IdeaLab equips you with the tools to understand customer problems, and competitors’ analysis.","Sharjah, Sharjah, United Arab Emirates","Finance, Financial Services",sheraa.ae/idea-lab/,None
The Startup Tribe by Escape the City,The Startup Tribe is a 3-month programme dedicated to helping 50 aspiring entrepreneurs off the ground.,"London, England, United Kingdom",Active,None,None
growITup CallForGrowth Eni,growITup CallForGrowth Eni,"Milan, Lombardia, Italy",Finance,www.growitup.it/apply/,None
Canadian Technology Accelerator San Francisco,Canadian Technology Accelerator San Francisco assists companies in expanding their business in a global hub for the life sciences sector.,"San Francisco, California, United States","Business Development, Financial Services",www.international.gc.ca/trade-commerce/cta-atc/...,None
FISHstep,FISHstep is designed to enable startup companies to protect their intellectual property.,"Washington, District of Columbia, United States","Washington DC Metro Area, Southern US",www.fr.com/fishstep/,None
Start:ME Evanston,"Start:ME, an accelerator program, provides business training, mentorship, and early-stage financing to micro-entrepreneurs in Evanston.","Cincinnati, Iowa, United States","Finance, Financial Services, Management Consulting",www.xavier.edu/startme/,None
Equita,Small technology firms and innovators,"Vienna, Virginia, United States","Washington DC Metro Area, East Coast, Southern US",None,None
TAC - Technology Acceleration Center,"TAC is a startup accelerator in Iran with a local focus and global vision, and an emphasis on diversity.","Tehran, Tehran, Iran","Oct 1, 2015",tac.ir,https://www.linkedin.com/company/technology-acceleration-center
IDC Entrepreneurship Club,A student-run platform for creating and encouraging entrepreneurship among IDC Herzliya students,"Herzliya, Tel Aviv, Israel",IDC Herzliya,iec.idc.ac.il/,None
The Clark Hulings Fund for Visual Artists,"The Clark Hulings Fund helps visual artists compete by providing them with business support, training, & financial assistance.","Santa Fe, New Mexico, United States","Art, Business Development, Education, Social Entrepreneurship",clarkhulingsfund.org/,None
EduSpaze,"EduSpaze is an edtech accelerator supported by Enterprise Singapore, the enterprise development agency.","Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",www.eduspaze.com/,https://www.linkedin.com/company/eduspaze/about/
Young'O India,Venture capitalist and consultation company,Nil,"Jul 1, 2015",www.youngoindia.ml,None
Good Works Houston,Good Works Houston,"Houston, Texas, United States","Greater Houston Area, Southern US",goodworkshouston.org/,https://www.linkedin.com/company/good-works-houston
Bitlogica inc.,"Bitlogica is a boutique high-tech venture accelerator based in silicon valley with outposts across europe, asia and north america.",Nil,"Apps, Software",www.bitlogica.com,http://www.linkedin.com/company/3566570
C21 Accelerator,Save Yourself From Your Screen Keep It Real.,"Hermosa Beach, California, United States","Greater Los Angeles Area, West Coast, Western US",c21accelerator.com,None
Polarizlab Ventures,We make your dream come true,"Dhaka, Dhaka, Bangladesh",Asia-Pacific (APAC),None,None
The Valley Labs,Israel’s first and only crowdfunded accelerator!,"Tel Aviv, Tel Aviv, Israel","Sep 1, 2016",www.thevalleylabs.com,None
Technology business incubator,Technology business incubation is a dynamic process of business enterprise development.,"Perundurai, Tamil Nadu, India",Asia-Pacific (APAC),www.tbi-kec.org/,None
Hannah Grimes Center,The Hannah Grimes Center is a 501(c)3 nonprofit organization.,"Keene, New Hampshire, United States",Training,hannahgrimes.com/,https://www.linkedin.com/company/hannah-grimes-center
Vertica Startup Accelerator,Vertica Startup Accelerator program connects early stage companies to the power of the Vertica Advanced Analytics Platform.,Nil,"Advice, Consulting, Training",www.vertica.com/vertica-startup-accelerator/,None
Soundtech Accelerator,Soundtech accelerator customized to your specific needs and challenges to help you in the best possible way!,"Struer, Midtjylland, Denmark","Consulting, Financial Services",www.accelerace.io/sound,None
Conector Barcelona #13,"Conector Barcelona #13 works with entrepreneurs to improve their skills, expand their knowledge or complete their teams.","Barcelona, Catalonia, Spain","Asset Management, Business Development, Financial Services",www.conector.com/,None
Capital Accelerate & Scale Tech Superstars,Capital Accelerate & Scale Tech Superstars,"London, England, United Kingdom",Active,www.capitalenterprise.org/casts/,None
LT-Accelerate,Transforming business via Language Technology.,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium",Finance,www.lt-innovate.eu/lt-accelerate/,None
Accellerate,Accellerate formed to support Canadian female founders and women in tech.,"Sacramento, California, United States","West Coast, Western US",www.connectionsiliconvalley.com/accellerate,None
Ideas Fund,Ideas Fund is two month accelerator programme and open to tech start-ups.,"Wales, Cumbria, United Kingdom",Active,ideas.fund,None
Helmo Ventures,"Helmo Ventures is a tech-focused Accelerator and Startup Studio, headquartered in London, UK",Nil,"May 31, 2017",www.helmoventures.com,https://www.linkedin.com/company/helmoventures
Fresh Future Farm,Fresh perspective on jobs and economic revitalization.,"North Charleston, South Carolina, United States","East Coast, Southern US",freshfuturefarm.org/,None
Prevalent Equity Networks,Disrupting the investment world of startups and SMEs in the human machine interface segment.,Nil,"Jan 1, 2017",www.prevalentequity.com,None
InkubasiaLAB,InkubasiaLAB is a 5-day Business Model Validation Lab accelerator.,"Bishkek, Bishkek, Kyrgyzstan",Active,labsmovement.org/accelerator/kyrgyzstan,https://www.linkedin.com/company/inkubasialab/about/
OSERESO Factory,OSERESO Factory,"Tunis, Tunis, Tunisia",Active,osereso.tn/factory/,https://www.linkedin.com/company-beta/9285663
SMARTUPPER - Waterman&Partners LTD,SMARTUPPER - Waterman&Partners connects CEUteams with individuals who invest in startups.,"London, England, United Kingdom","Dec 19, 2014",smartupper.com/,https://www.linkedin.com/company-beta/4859140/
ALMA SA,Smarter World,Nil,1986,alma.biz.pl/,None
SFid,"SFid are New Mexico's first curriculum-based, investor-funded and ROI focused Accelerator program.","Santa Fe, New Mexico, United States",Western US,www.sfid.co/,https://www.linkedin.com/in/webbjo
DIGITAL MEDIAx,"DIGITAL MEDIAx, a joint project of The Idea Village and NOLA Media Group, is a 12-week accelerator program.","New Orleans, Louisiana, United States",Southern US,www.ideavillage.org/pages/detail/182/digital-me...,None
red/bridge,"red/bridge is a startup accelerator based in Uruma, Okinawa.",Nil,"Finance, Venture Capital",www.redbridge.com,None
Accélérateur de Croissance,Accélérateur de Croissance is an accelerator of growth that will give you faster than your market and extend to the International Growth.,"Sèvres, Ile-de-France, France",European Union (EU),www.accelerateurdecroissance.com,None
Urban Works Innovation Challenge,"In a landmark collaborative challenge, Columbia University and The CoWrks Foundry have launched the Urban Works Innovation Challenge.",Nil,The CoWrks Foundry,www.cowrksfoundry.com/university-partnerships,None
Stage One,STAGE ONE is business accelerator.,"Thessaloníki, Thessaloniki, Greece",European Union (EU),stageone.innovationfarm.eu/,None
French Tech Tour America,The French Tech Tour America is a 2-week exploration program for French tech startups in North America in October 2017.,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",frenchtechtour-america.com/,https://www.linkedin.com/company-beta/11066788/
SURE international Technology,Technology accelerator and investor company,Nil,2004,www.sure.com.sa,https://www.linkedin.com/company/sureksa
Y7 Yeztira Ports,"Y7 is a global network of innovation internship and application ports, designed to answer the growing need of university interns.","Jaffa, Tel Aviv, Israel",Active,www.penzagroup.net/Y7/,None
Síty,Síty is an acceleration program that supports entrepreneurs who want cities to be a place for people to have a better quality of life.,"Barcelona, Catalonia, Spain",European Union (EU),www.sitybarcelona.com/,None
Startup Boost 2020 Spring New York,Startup Boost 2020 Spring New York A free global pre-accelerator missioned to lead pre-seed stage startups.,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",startupboost.org/,https://www.linkedin.com/company-beta/11248779/
Lump Capital,Lump Capital offers seed money to startups in Metro Detroit area.,"Detroit, Michigan, United States","Greater Detroit Area, Great Lakes, Midwestern US",None,None
SHIFT Camp,Shift is a unique accelerator which is built around a mentoring program for businesses working towards progressive systemic change.,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",www.shifts.se,None
Babson College Women Innovating Now,It is an eight-month long program designed specifically for high-growth women entrepreneurs that accelerates their entrepreneurial paths.,"Miami, Florida, United States","Association, Social Entrepreneurship, Women's",None,None
B?GG H?zland?rma Program?,B?GG H?zland?rma Program?,"Istanbul, Istanbul, Turkey",Active,girisimfabrikasi.com/bigg/,None
Starfleet India,Starfleet India is the 4th Starfleet Blockchain Accelerator.,"Bangalore, Karnataka, India","Banking, Blockchain, Finance",www.f6s.com/starfleetindia/about,None
Carolina Launch Pad,"Carolina Launch Pad, a pre-commercial business accelerator, is aimed at aspiring IT entrepreneurs.",Nil,"Advice, Consulting, Financial Services, Training",renci.org/research/carolina-launch-pad,None
Fondazione Filarete,Fondazione Filarete manages a 6000 m2 Business Accelerator Infrastructure strategically located in the southern part of Milan.,"Milano, Lombardia, Italy",European Union (EU),www.fondazionefilarete.com/en,http://www.linkedin.com/company/653364
